Street,City,Area_detail,Rooms,Bathrooms,Parking_spaces,Price,Is_mensal,Neighborhood
Rua Antônio Mariani,São Paulo,326,3,5,2,1050000,False,Instituto de Previdência
Rua Grécia,São Paulo,650,5,5,4,10000000,False,Jardim Europa
,São Paulo,245,3,4,4,990000,False,Instituto de Previdência
Rua José Ferreira da Rocha Filho,São Paulo,130,3,4,2,775000,False,Jardim Monte Kemel
Rua Apeu,São Paulo,293,4,6,3,2500000,False,Vila Brasílio Machado
,São Paulo,800,4,6,11,37000,True,Alto de Pinheiros
Avenida Amarilis,São Paulo,661,4,7,8,5900000,False,Cidade Jardim
Rua Inocêncio Nogueira,São Paulo,727,6,2,7,5800000,False,Cidade Jardim
Avenida Ceci,São Paulo,350,4,4,3,2500000,False,Planalto Paulista
,São Paulo,500,5,4,5,22500,True,Butantã
Rua Aperca,São Paulo,1074,4,4,6,8000000,False,Boaçava
Rua Pirapó,São Paulo,550,4,6,8,4200000,False,Jardim Guedala
Rua dos Otonis,São Paulo,220,4,2,7,2350000,False,Vila Clementino
,São Paulo,116,3,4,2,850000,False,Brooklin Paulista
,São Paulo,337,3,3,4,5800000,False,Vila Madalena
Rua Francisco Riva,São Paulo,132,3,1,2,350000,False,Conjunto Habitacional Barreira Grande
,São Paulo,800,6,7,9,35000,True,Paineiras do Morumbi
Rua Marambá,São Paulo,200,4,4,5,1270000,False,Água Fria
Rua Ytaipu,São Paulo,270,4,3,3,1790000,False,Mirandópolis
Rua José Vicente de Azevedo,São Paulo,240,3,4,6,1900000,False,Vila Mariana
Rua Jati,São Paulo,289,3,4,2,1500000,False,Planalto Paulista
,São Paulo,300,3,4,4,4000,True,Cidade Domitila
Rua Juréia,São Paulo,125,2,1,2,851000,False,Chácara Inglesa
Rua Tomé Portes,São Paulo,480,4,4,3,1900000,False,Brooklin Paulista
Rua Abegoaria,São Paulo,686,4,8,6,4990000,False,Jardim das Bandeiras
,São Paulo,700,4,5,6,22000,True,Jardim Morumbi
Rua Ceará,São Paulo,477,4,6,4,30000,True,Consolação
,São Paulo,230,3,4,2,2700000,False,Jardim Europa
Rua Tomás Lopes Ferreira,São Paulo,240,3,3,5,900000,False,Parque São Domingos
Rua Padre Raposo,São Paulo,135,2,3,2,692000,False,Mooca
Rua dos Macunis,São Paulo,300,3,4,4,19000,True,Vila Madalena
,São Paulo,251,4,2,4,1700000,False,Sumarezinho
Rua Leandro de Carvalho,São Paulo,200,3,5,1,1030000,False,Vila Monumento
Rua Porangaba,São Paulo,172,2,3,4,930000,False,Bosque da Saúde
Rua Ministro Eduardo de Campos Maia,São Paulo,170,3,3,3,1100000,False,Jardim Bonfiglioli
,São Paulo,379,2,3,3,24000,True,Vila Madalena
,São Paulo,420,3,4,3,9200000,False,Jardim Paulista
,São Paulo,233,4,6,4,14000,True,Butantã
Rua Bento de Faria,São Paulo,500,5,8,7,2780000,False,Bosque da Saúde
Rua São Samuel,São Paulo,500,4,3,5,4000000,False,Vila Mariana
Alameda dos Guainumbis,São Paulo,600,4,4,6,10000,True,Planalto Paulista
Avenida Morumbi,São Paulo,680,3,5,6,2500000,False,Morumbi
,São Paulo,900,4,6,10,6500000,False,Jardim Guedala
,São Paulo,700,5,5,5,26000,True,Jardim Everest
,São Paulo,670,5,7,7,15000000,False,Alto de Pinheiros
Rua Tuiucuê,São Paulo,450,6,7,4,1800000,False,Jardim da Saúde
Rua Antônio Peres Mulla,São Paulo,85,3,2,1,480000,False,Vila Carrão
Rua Montevidéu,São Paulo,298,3,4,5,2490000,False,Bela Aliança
Rua Managua,São Paulo,956,5,7,6,50000,True,Jardim Everest
Rua Acarapé,São Paulo,400,3,3,2,1385000,False,Chácara Inglesa
Rua Rubi,São Paulo,395,4,2,3,2400000,False,Vila do Encontro
Rua Asfaltite,São Paulo,120,2,3,1,580000,False,Vila Formosa
Rua Guapiaçu,São Paulo,250,2,2,1,800000,False,Vila Clementino
Rua Doutor João Pinheiro,São Paulo,450,3,4,2,5700000,False,Jardim Paulista
Rua Doutor Carlos Norberto de Souza Aranha,São Paulo,379,4,6,5,4787000,False,Alto de Pinheiros
,São Paulo,335,3,3,4,2800000,False,Jardim Guedala
Rua Enrico de Martino,São Paulo,750,4,7,8,4500000,False,Jardim Leonor
,São Paulo,413,4,7,4,5300000,False,Alto de Pinheiros
Rua José de Cristo Moreira,São Paulo,525,4,6,4,2950000,False,Vila Morumbi
,São Paulo,850,4,6,6,7500000,False,Jardim Cordeiro
Rua Raul de Morais Vítor,São Paulo,150,5,6,2,498000,False,Vila Albertina
,São Paulo,875,4,7,6,5000000,False,Jardim Leonor
Rua Bacopari,São Paulo,419,3,4,4,4800000,False,Boaçava
Alameda Sorimãs,São Paulo,380,3,5,3,1700000,False,Planalto Paulista
,São Paulo,953,3,7,10,22000000,False,Jardim Europa
,São Paulo,234,3,5,5,2350000,False,Vila Ida
,São Paulo,160,3,4,4,1100000,False,Jardim Vila Mariana
Rua Ernesto Nazaré,São Paulo,480,4,5,7,3900000,False,Alto de Pinheiros
,São Paulo,180,3,2,1,3000000,False,Jardim Paulista
,São Paulo,520,3,3,4,5300000,False,Alto de Pinheiros
Rua Boa Esperança do Sul,São Paulo,406,4,4,3,2700000,False,Jardim Guedala
Rua Joaquim Nabuco,São Paulo,278,4,6,3,2500000,False,Brooklin Paulista
,São Paulo,340,5,4,4,2540000,False,Alto de Pinheiros
,São Paulo,681,2,3,6,2300000,False,Jardim Guedala
Rua Aperca,São Paulo,944,5,8,8,8000000,False,Boaçava
Rua Araporé,São Paulo,431,4,5,6,4000000,False,Jardim Guedala
,São Paulo,450,3,4,3,3850000,False,Jardim das Bandeiras
,São Paulo,463,4,6,4,3950000,False,Jardim Leonor
,São Paulo,376,4,5,4,3400000,False,Boaçava
Alameda dos Indígenas,São Paulo,300,3,4,4,1500000,False,Planalto Paulista
Rua Domingos Nogueira,São Paulo,173,2,3,4,445000,False,Jardim Dracena
,São Paulo,1000,5,7,4,8000000,False,Jardim Leonor
Rua Murajuba,São Paulo,530,4,4,8,5200000,False,Alto de Pinheiros
Avenida Antônio Joaquim de Moura Andrade,São Paulo,434,5,6,5,45000,True,Vila Nova Conceição
Rua Valdomiro Lobo da Costa,São Paulo,250,3,5,5,1100000,False,Vila das Mercês
,São Paulo,425,3,4,5,9800000,False,Jardim Paulista
Rua das Fiandeiras,São Paulo,155,2,3,2,2700000,False,Vila Olímpia
Rua Dom Sebastião do Rego,São Paulo,206,3,1,1,800000,False,Vila Gumercindo
Rua Tibiriçá,São Paulo,700,4,6,6,3900000,False,Brooklin
,São Paulo,934,5,4,14,14000000,False,Jardim Paulistano
Rua Benedetto Bonfigli,São Paulo,102,3,2,2,479000,False,Casa Verde Alta
,São Paulo,700,3,5,6,18000000,False,Jardim Europa
,São Paulo,482,4,5,5,9000000,False,Jardim Europa
Rua Maniutuba,São Paulo,123,2,1,1,1100000,False,Chácara Santo Antônio
Rua Euclides Pacheco,São Paulo,493,4,7,8,15000,True,Vila Gomes Cardim
Rua Narciso Freitas Vieira,São Paulo,110,3,1,2,328900,False,Jardim dos Cataldis
Rua Pedro Doll,São Paulo,100,2,2,1,590000,False,Santana
Rua Hermógenes Almeida Prado,São Paulo,607,4,5,5,3150000,False,Jardim Guedala
,São Paulo,768,6,3,7,5800000,False,Cidade Jardim
Rua Olegário Mariano,São Paulo,840,4,8,6,8300000,False,Jardim Guedala
,São Paulo,450,4,7,3,15000,True,Sumaré
Rua Caraúna,São Paulo,352,5,5,2,16000,True,Vila Madalena
Rua Coronel Luís Alves,São Paulo,300,3,3,2,1700000,False,Vila Mariana
,São Paulo,380,5,5,8,4990000,False,Jardim Paulista
Travessa André Gelly,São Paulo,200,3,4,2,650000,False,Vila Regente Feijó
Rua Vicente da Costa,São Paulo,140,3,3,3,850000,False,Ipiranga
,São Paulo,915,4,8,6,30000,True,Chácara Monte Alegre
Rua Anésio Pinto Rosa,São Paulo,286,6,4,4,3000000,False,Brooklin Paulista
Rua Dalton,São Paulo,237,3,4,2,1950000,False,Alto da Lapa
Rua Grajaú,São Paulo,250,3,4,2,2790000,False,Sumaré
,São Paulo,370,4,4,4,4350000,False,Jardim Panorama D'Oeste
,São Paulo,673,3,5,5,14700000,False,Jardim Paulista
,São Paulo,934,6,6,7,14000000,False,Jardim Paulistano
Rua Noruega,São Paulo,878,4,6,8,15500000,False,Jardim Europa
,São Paulo,115,2,2,1,1700000,False,Vila Nova Conceição
,São Paulo,455,4,5,11,12000,True,Pacaembu
Rua Raul Adalberto de Campos,São Paulo,350,3,4,2,10000,True,Vila Madalena
Rua Justiniano Serpa,São Paulo,156,3,3,4,960000,False,Lar São Paulo
Rua Sofia,São Paulo,500,4,6,4,15000000,False,Jardim Europa
Rua Cônego Eugênio Leite,São Paulo,354,3,4,5,5300000,False,Pinheiros
,São Paulo,725,3,5,7,22000000,False,Jardim Europa
Rua Mesquita,São Paulo,250,3,5,7,1800000,False,Vila Deodoro
,São Paulo,240,4,4,6,1000000,False,Vila Suzana
Rua Quirino Pucca,São Paulo,80,1,1,2,480000,False,Vila Romana
Rua Doutor José de Moura Resende,São Paulo,277,3,3,5,1800000,False,Caxingui
Rua Valdir Niemeyer,São Paulo,230,2,5,2,2900000,False,Sumaré
Rua Joaquim Nabuco,São Paulo,600,3,5,12,3000000,False,Brooklin
Alameda Franca,São Paulo,137,9,2,1,2600000,False,Jardim Paulista
,São Paulo,450,4,3,1,5850000,False,Santa Cecília
Avenida Professor Ciro de Barros Resende,São Paulo,280,4,5,4,3750000,False,Planalto Paulista
Rua Brumado,São Paulo,280,2,4,8,650000,False,Jardim Maracanã
,São Paulo,890,4,7,7,4600000,False,Pacaembu
,São Paulo,435,4,6,6,4500000,False,Boaçava
Rua Conselheiro Zacarias,São Paulo,580,4,4,3,9000000,False,Jardim Paulista
,São Paulo,166,4,5,2,5400000,False,Jardim Europa
Rua Rosário do Sul,São Paulo,274,3,4,6,1050000,False,Jardim Maringá
,São Paulo,350,3,5,7,5500000,False,Boaçava
Rua Doutor Rafael Caramuru Lanzelloti,São Paulo,200,2,1,1,850000,False,Aclimação
Viela Um,São Paulo,320,3,2,4,1700000,False,Jardim Peri
,São Paulo,547,3,4,3,2500000,False,Jardim Guedala
,São Paulo,280,4,3,2,1750000,False,Perdizes
,São Paulo,160,3,4,3,2900000,False,Vila Olímpia
,São Paulo,1530,5,5,30,90000,True,Cidade Jardim
Rua Iraci,São Paulo,240,5,3,2,2580000,False,Jardim Paulistano
Rua Passo da Pátria,São Paulo,156,3,3,2,1000000,False,Bela Aliança
Rua Raul Devesa,São Paulo,113,2,2,2,890000,False,Perdizes
,São Paulo,456,4,7,4,4500000,False,Vila Ida
Avenida Jandira,São Paulo,320,4,4,6,2500000,False,Indianópolis
,São Paulo,589,3,4,6,5500000,False,Cidade Jardim
,São Paulo,100,3,2,3,480000,False,Parque Residencial Oratorio
,São Paulo,670,5,9,10,4600000,False,Lapa
Rua Maria Rosa Halter Frank,São Paulo,100,3,2,1,1970000,False,Itaim Bibi
,São Paulo,600,4,2,8,8000000,False,Jardim Europa
Rua Cuba,São Paulo,301,4,5,4,4200000,False,Jardim América
Rua Doutor José de Moura Resende,São Paulo,277,3,3,5,1800000,False,Caxingui
Rua Valdir Niemeyer,São Paulo,230,2,5,2,2900000,False,Sumaré
Rua Joaquim Nabuco,São Paulo,600,3,5,12,3000000,False,Brooklin
Alameda Franca,São Paulo,137,9,2,1,2600000,False,Jardim Paulista
,São Paulo,450,4,3,1,5850000,False,Santa Cecília
Avenida Professor Ciro de Barros Resende,São Paulo,280,4,5,4,3750000,False,Planalto Paulista
Rua Brumado,São Paulo,280,2,4,8,650000,False,Jardim Maracanã
,São Paulo,890,4,7,7,4600000,False,Pacaembu
,São Paulo,435,4,6,6,4500000,False,Boaçava
Rua Conselheiro Zacarias,São Paulo,580,4,4,3,9000000,False,Jardim Paulista
,São Paulo,166,4,5,2,5400000,False,Jardim Europa
Rua Rosário do Sul,São Paulo,274,3,4,6,1050000,False,Jardim Maringá
,São Paulo,350,3,5,7,5500000,False,Boaçava
Rua Doutor Rafael Caramuru Lanzelloti,São Paulo,200,2,1,1,850000,False,Aclimação
Viela Um,São Paulo,320,3,2,4,1700000,False,Jardim Peri
,São Paulo,547,3,4,3,2500000,False,Jardim Guedala
,São Paulo,280,4,3,2,1750000,False,Perdizes
,São Paulo,160,3,4,3,2900000,False,Vila Olímpia
,São Paulo,1530,5,5,30,90000,True,Cidade Jardim
Rua Iraci,São Paulo,240,5,3,2,2580000,False,Jardim Paulistano
Rua Passo da Pátria,São Paulo,156,3,3,2,1000000,False,Bela Aliança
Rua Raul Devesa,São Paulo,113,2,2,2,890000,False,Perdizes
,São Paulo,456,4,7,4,4500000,False,Vila Ida
Avenida Jandira,São Paulo,320,4,4,6,2500000,False,Indianópolis
,São Paulo,589,3,4,6,5500000,False,Cidade Jardim
,São Paulo,100,3,2,3,480000,False,Parque Residencial Oratorio
,São Paulo,670,5,9,10,4600000,False,Lapa
Rua Maria Rosa Halter Frank,São Paulo,100,3,2,1,1970000,False,Itaim Bibi
,São Paulo,600,4,2,8,8000000,False,Jardim Europa
Rua Cuba,São Paulo,301,4,5,4,4200000,False,Jardim América
Rua Alto do Bonfim,São Paulo,128,3,2,3,730000,False,Conjunto Residencial Jardim Canaã
,São Paulo,717,5,4,6,4400000,False,Jardim Guedala
,São Paulo,900,4,4,5,5000000,False,Pacaembu
,São Paulo,400,3,5,3,3100000,False,Planalto Paulista
Rua Pereira Leite,São Paulo,250,3,2,4,1600000,False,Sumarezinho
,São Paulo,300,4,4,4,5500000,False,Jardim América
,São Paulo,395,4,3,5,6000000,False,Sumaré
,São Paulo,160,3,2,1,421000,False,Vila Ema
Rua Francisco Bayardo,São Paulo,80,3,3,1,1150000,False,Perdizes
,São Paulo,270,5,5,3,22000,True,Granja Julieta
,São Paulo,430,3,4,1,3900000,False,Perdizes
,São Paulo,530,4,5,6,3800000,False,Boaçava
,São Paulo,390,3,4,5,5500000,False,Vila Nova Conceição
,São Paulo,90,3,2,1,490000,False,Tucuruvi
,São Paulo,370,3,1,5,8500,True,Parque da Mooca
Rua do Ceuta,São Paulo,560,4,5,4,9040000,False,Jardim Luzitânia
Rua Escobar Ortiz,São Paulo,190,3,3,2,9000,True,Vila Nova Conceição
Rua Professor Miguel Calmon,São Paulo,384,4,5,2,1100000,False,Jardim Morumbi
,São Paulo,120,3,2,2,590000,False,Jardim Santa Cruz
Rua Pais de Andrade,São Paulo,390,3,3,3,1400000,False,Aclimação
Rua Puréus,São Paulo,600,4,7,5,2500000,False,Jardim Guedala
Rua General Sena Vasconcelos,São Paulo,570,5,5,2,3210000,False,Jardim Guedala
Rua das Camélias,São Paulo,330,4,3,6,1900000,False,Mirandópolis
Avenida Giovanni Gronchi,São Paulo,388,3,4,6,1500000,False,Morumbi
,São Paulo,300,4,3,3,2120000,False,Perdizes
Rua Porangaba,São Paulo,160,3,1,3,1200000,False,Bosque da Saúde
Rua General Euclides Figueiredo,São Paulo,250,4,5,5,1600000,False,Morumbi
,São Paulo,989,5,5,5,12000000,False,Jardim Paulistano
Alameda Ministro Rocha Azevedo,São Paulo,120,2,2,1,1600000,False,Jardim Paulista
Rua Araporé,São Paulo,700,4,6,4,12000000,False,Jardim Guedala
Rua Feliciano Maia,São Paulo,560,5,5,6,40000,True,Jardim Paulista
,São Paulo,450,4,4,6,22000,True,Higienópolis
Rua Doutor João Neves Neto,São Paulo,379,3,5,3,2300000,False,Jardim Guedala
Rua Nova York,São Paulo,230,3,5,3,2200000,False,Brooklin Paulista
,São Paulo,723,3,3,4,16500000,False,Jardim Paulista
Rua Filipe de Gusmão,São Paulo,120,3,3,1,905000,False,Sumarezinho
Rua Vupabussu,São Paulo,144,3,4,2,15000,True,Pinheiros
Rua José do Patrocínio,São Paulo,150,3,2,2,930000,False,Aclimação
Rua Stefan Marek Neuding,São Paulo,622,4,6,6,5000000,False,Jardim Sílvia
,São Paulo,389,3,5,5,1690000,False,Jardim Leonor
Rua Costa Rica,São Paulo,1140,5,7,15,100000,True,Jardim América
Rua General Fonseca Teles,São Paulo,560,3,5,3,30000,True,Jardim Paulista
Avenida Sílvio Sciumbata,São Paulo,793,4,4,5,2680000,False,Interlagos
,São Paulo,350,4,3,4,3500000,False,Alto de Pinheiros
Rua Irineu Marinho,São Paulo,720,5,6,6,4800000,False,Santo Amaro
,São Paulo,1054,4,5,5,40000,True,Boaçava
,São Paulo,400,3,3,3,5500000,False,Jardim Paulistano
Rua Campo Grande,São Paulo,450,3,4,5,3600000,False,Vila Hamburguesa
,São Paulo,700,4,7,8,5000000,False,Retiro Morumbi
Rua França,São Paulo,340,4,2,5,5000000,False,Jardim Europa
Rua Alberto Faria,São Paulo,315,4,5,5,5400000,False,Alto de Pinheiros
Rua Jamil Safady,São Paulo,196,4,2,2,1500000,False,Vila Romana
Avenida Padre Pereira de Andrade,São Paulo,280,3,3,5,2950000,False,Boaçava
Rua Hermógenes Almeida Prado,São Paulo,800,4,8,4,3950000,False,Jardim Guedala
Rua Jaguanambi,São Paulo,589,4,7,6,4300000,False,Cidade Jardim
Rua Demóstenes,São Paulo,286,3,5,4,1950000,False,Campo Belo
,São Paulo,1327,3,8,34,120000,True,Morumbi
Rua Senador João Lira,São Paulo,300,4,4,3,2500000,False,Pacaembu
Rua República de El Salvador,São Paulo,388,3,2,4,1900000,False,Praia da Lagoa
Rua Almirante de Inhaúma,São Paulo,251,3,5,3,1700000,False,Alto da Lapa
,São Paulo,350,4,6,4,4074000,False,Jardim Leonor
Avenida Morumbi,São Paulo,1100,5,6,8,1950000,False,Morumbi
Rua Abagiba,São Paulo,170,3,2,3,680000,False,Vila da Saúde
Rua Carmo do Rio Claro,São Paulo,110,2,3,1,650000,False,Cambuci
Rua Senador João Lira,São Paulo,300,4,4,3,2500000,False,Pacaembu
,São Paulo,190,2,3,3,590000,False,Jardim Triana
,São Paulo,700,4,3,4,19000,True,Jardim Leonor
Rua Valença,São Paulo,213,4,6,3,2600000,False,Sumaré
Rua Luisiânia,São Paulo,249,4,4,3,2400000,False,Brooklin
Rua Grécia,São Paulo,518,5,4,3,7500000,False,Jardim Europa
,São Paulo,729,5,5,8,20000,True,Jardim Guedala
Rua Faria Lobato,São Paulo,148,3,3,4,690000,False,Vila Santa Clara
Rua Antônio de Gouveia Giudice,São Paulo,660,3,6,5,7000000,False,Alto de Pinheiros
Rua Itapitangui,São Paulo,160,3,3,3,4500000,False,Pacaembu
Rua Doutor João Maia,São Paulo,147,3,4,3,1600000,False,Aclimação
,São Paulo,484,4,5,4,9500000,False,Jardim Paulista
Rua Comandante Ismael Guilherme,São Paulo,775,4,4,6,11000000,False,Jardim Luzitânia
Praça Horácio Sabino,São Paulo,260,4,3,3,2700000,False,Pinheiros
,São Paulo,1022,4,14,8,85000,True,Pinheiros
Rua César Pena Ramos,São Paulo,165,5,3,1,3000,True,Vila Santa Maria
Rua Leônidas Freire,São Paulo,280,6,5,3,750000,False,Vila Liviero
,São Paulo,736,4,8,14,20000,True,Vila Morumbi
Rua Doutor Manoel Maria Tourinho,São Paulo,422,4,4,1,2500000,False,Pacaembu
Rua Maria Carolina,São Paulo,600,3,5,4,9500000,False,Jardim Paulistano
,São Paulo,197,3,5,3,1570000,False,Indianópolis
Rua Jabebira,São Paulo,750,5,9,4,8000000,False,Jardim Everest
,São Paulo,860,3,4,12,60000,True,Jardim América
Rua Olegário Mariano,São Paulo,750,5,7,8,4400000,False,Jardim Guedala
Rua Gaspar Lourenço,São Paulo,332,3,2,1,1300000,False,Vila Mariana
,São Paulo,750,4,8,5,20000,True,Jardim Leonor
Rua Acutiranha,São Paulo,420,4,3,4,14000,True,Jardim Panorama
Rua Urbanizadora,São Paulo,273,3,5,4,5000000,False,Sumaré
,São Paulo,114,3,3,3,500000,False,Vila Santos
Rua Joaquim Cândido de Azevedo Marques,São Paulo,900,3,6,10,18000000,False,Vila Morumbi
Rua Pereira Caldas,São Paulo,250,3,4,3,950000,False,Jardim da Glória
,São Paulo,450,4,4,3,4000000,False,Cidade Jardim
Rua Sampaio Vidal,São Paulo,184,3,3,2,2200000,False,Jardim Paulistano
Rua das Promessas,São Paulo,113,3,2,3,405000,False,Vila Medeiros
Rua Petrópolis,São Paulo,460,3,5,6,4950000,False,Sumaré
Rua Santa Silveira,São Paulo,133,2,3,2,460000,False,Jardim Penha
Avenida Bosque da Saúde,São Paulo,250,3,3,1,650000,False,Saúde
,São Paulo,650,4,6,5,2390000,False,Vila Progredior
,São Paulo,600,3,5,3,3950000,False,Alto de Pinheiros
,São Paulo,600,5,7,4,3800000,False,Cidade Jardim
,São Paulo,258,3,5,5,3500000,False,Jardim Luzitânia
,São Paulo,400,3,4,3,3450000,False,Alto de Pinheiros
,São Paulo,600,5,4,4,3500000,False,Pacaembu
Rua Cardeal Cagliori,São Paulo,400,4,5,7,3150000,False,Alto de Pinheiros
Rua Embuaçu,São Paulo,160,3,4,2,1300000,False,Vila Mariana
Rua Januário Miraglia,São Paulo,145,3,2,2,2500000,False,Vila Nova Conceição
Rua da Dança Cigana,São Paulo,100,3,1,1,445000,False,Jardim Vaz de Lima
Rua Tordesilhas,São Paulo,221,3,4,2,1300000,False,Lapa
,São Paulo,426,4,2,8,2300000,False,Pacaembu
Rua Maracaibo,São Paulo,433,4,6,4,3600000,False,Jardim Everest
,São Paulo,332,4,4,4,3750000,False,Alto de Pinheiros
Rua Professor Luciano Gualberto,São Paulo,1000,5,7,4,45000,True,Jardim Morumbi
,São Paulo,530,4,3,6,18000,True,Jardim Guedala
Rua Sanharó,São Paulo,590,5,5,5,2250000,False,Jardim Guedala
Rua José de Freitas Guimarães,São Paulo,419,4,3,4,2660000,False,Pacaembu
Rua Enrico de Martino,São Paulo,650,4,7,10,30000,True,Jardim Leonor
,São Paulo,700,4,4,6,4300000,False,Fazenda Morumbi
Rua Sílvia Celeste de Campos,São Paulo,435,4,3,2,3900000,False,Alto de Pinheiros
Rua Valença,São Paulo,314,5,5,4,2980000,False,Sumaré
Rua Grumete Sandoval Santos,São Paulo,600,3,4,4,20000,True,Morumbi
Rua Professor Otávio Ferrari,São Paulo,751,5,5,6,3750000,False,Jardim Guedala
Rua Espanha,São Paulo,1400,4,8,6,35000000,False,Jardim Europa
,São Paulo,700,6,4,4,4300000,False,Fazenda Morumbi
,São Paulo,350,3,3,23,15000,True,Sumaré
Rua Panaçu,São Paulo,144,3,5,2,1100000,False,Vila Monumento
Rua Mônaco,São Paulo,230,3,2,6,1300000,False,Jardim Textil
,São Paulo,650,4,4,11,26600000,False,Jardim América
Rua Macaé,São Paulo,550,4,5,4,3500000,False,Sumaré
Rua Alberto Faria,São Paulo,350,3,3,3,3150000,False,Alto de Pinheiros
Rua Arizona,São Paulo,150,3,1,2,1779990,False,Cidade Monções
Praça Santos Coimbra,São Paulo,560,3,4,8,3500000,False,Morumbi
Rua Iraúna,São Paulo,150,2,2,4,1400000,False,Indianópolis
Rua Soares de Barros,São Paulo,150,3,2,2,2300000,False,Itaim Bibi
Rua Zacarias de Gois,São Paulo,190,3,2,8,2000000,False,Parque Colonial
Rua Sampaio Vidal,São Paulo,244,3,4,2,28000,True,Jardim Paulistano
Rua Comendador Elias Jafet,São Paulo,493,4,4,6,2900000,False,Jardim Leonor
,São Paulo,450,3,5,3,5400000,False,Jardim Luzitânia
Rua Tefé,São Paulo,330,4,4,4,3700000,False,Sumaré
Rua Roteiro,São Paulo,660,4,8,5,6900000,False,Vila Inah
Rua Sílvio Portugal,São Paulo,870,7,1,6,3200000,False,Pacaembu
Rua Carataca,São Paulo,110,2,3,1,590000,False,Vila Gustavo
Rua Domingos Augusto Setti,São Paulo,210,4,5,4,2100000,False,Jardim Vila Mariana
Rua Itapacurai,São Paulo,107,3,2,2,820000,False,Paraíso do Morumbi
Rua Turquia,São Paulo,840,3,4,6,13900000,False,Pinheiros
Rua Teodoro Ramos,São Paulo,250,3,3,4,2800000,False,Pacaembu
,São Paulo,325,3,4,4,2700000,False,Pacaembu
Rua Bernardino Machado,São Paulo,450,4,5,4,3450000,False,Granja Julieta
Rua José Clemente,São Paulo,730,4,6,3,8000000,False,Jardim Paulista
Rua Mário Guastini,São Paulo,470,5,5,3,2500000,False,Pinheiros
,São Paulo,710,4,4,5,7800000,False,Alto de Pinheiros
,São Paulo,290,4,6,6,9000,True,Cidade Monções
,São Paulo,670,4,5,6,8700000,False,Alto de Pinheiros
Rua Alberto Faria,São Paulo,300,3,4,3,3350000,False,Alto de Pinheiros
,São Paulo,800,5,7,6,9580000,False,Jardim Paulista
Rua Júlio Verne,São Paulo,288,4,6,2,1890000,False,Jardim Hípico
Rua Deputado Bady Bassit,São Paulo,340,4,5,6,3800000,False,Caxingui
